Reward,Success,Steps
-3975,0,1500
-5658,0,1500
-5658,0,1500
-4569,0,1500
-5163,0,1500
-4470,0,1500
-4074,0,1500
-5064,0,1500
-4866,0,1500
-3975,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1698,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1698,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1698,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1698,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1698,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1500,0,1500
-1599,0,1500
